 Percent |	Source code & Disassembly of go for cpu-clock (19 samples, percent: local period)
-------------------------------------------------------------------------------------------------
         :
         :
         :
         : 3      Disassembly of section .text:
         :
         : 5      0000000000536418 <crypto/internal/fips140/sha256.block.abi0>:
         : 6      crypto/internal/fips140/sha256.block.abi0():
    0.00 :   538e04: xor     s1,a1,a0
    0.00 :   538e08: and     t2,a1,a0
    0.00 :   538e0c: and     s1,s1,a7
    0.00 :   538e10: xor     t1,t1,s0
    0.00 :   538e14: xor     s1,s1,t2
    0.00 :   538e18: add     t1,t1,s1
    0.00 :   538e1a: add     a2,a2,t0
    0.00 :   538e1c: add     a6,t0,t1
    0.00 :   538e20: lwu     t0,0(s3)
    0.00 :   538e24: lwu     t1,12(s3)
    0.00 :   538e28: lwu     s1,44(s3)
    0.00 :   538e2c: lwu     s5,8(s3)
    0.00 :   538e30: srliw   t6,t0,0x11
    0.00 :   538e34: slliw   t2,t0,0xf
    0.00 :   538e38: or      t2,t6,t2
    0.00 :   538e3c: srliw   t6,t0,0x13
    0.00 :   538e40: slliw   s0,t0,0xd
    0.00 :   538e44: or      s0,t6,s0
    0.00 :   538e48: srli    t0,t0,0xa
    0.00 :   538e4c: xor     t0,t0,t2
    0.00 :   538e50: xor     t0,t0,s0
    0.00 :   538e54: add     t0,t0,s1
    0.00 :   538e56: srliw   t6,t1,0x7
    0.00 :   538e5a: slliw   t2,t1,0x19
    0.00 :   538e5e: or      t2,t6,t2
    0.00 :   538e62: srliw   t6,t1,0x12
    0.00 :   538e66: slliw   s0,t1,0xe
    0.00 :   538e6a: or      s0,t6,s0
    0.00 :   538e6e: srli    t1,t1,0x3
    0.00 :   538e72: xor     t1,t1,t2
    0.00 :   538e76: xor     t1,t1,s0
    0.00 :   538e7a: add     t0,t0,t1
    0.00 :   538e7c: add     t0,t0,s5
    0.00 :   538e7e: sw      t0,8(s3)
    0.00 :   538e82: lwu     s0,200(s2)
    0.00 :   538e86: add     a5,a5,t0
    0.00 :   538e88: srliw   t6,a2,0x6
    0.00 :   538e8c: slliw   t1,a2,0x1a
    0.00 :   538e90: or      t1,t6,t1
    0.00 :   538e94: add     a5,a5,s0
    0.00 :   538e96: srliw   t6,a2,0xb
    0.00 :   538e9a: slliw   t2,a2,0x15
    0.00 :   538e9e: or      t2,t6,t2
    0.00 :   538ea2: srliw   t6,a2,0x19
    0.00 :   538ea6: slliw   s0,a2,0x7
    0.00 :   538eaa: or      s0,t6,s0
    0.00 :   538eae: xor     t1,t1,t2
    0.00 :   538eb2: xor     t0,a4,a3
    0.00 :   538eb6: xor     t1,t1,s0
    0.00 :   538eba: and     t0,t0,a2
    0.00 :   538ebe: add     a5,a5,t1
    0.00 :   538ec0: xor     t0,t0,a4
    0.00 :   538ec4: add     t0,t0,a5
    0.00 :   538ec6: srliw   t6,a6,0x2
    0.00 :   538eca: slliw   t1,a6,0x1e
    0.00 :   538ece: or      t1,t6,t1
    0.00 :   538ed2: srliw   t6,a6,0xd
    0.00 :   538ed6: slliw   t2,a6,0x13
    0.00 :   538eda: or      t2,t6,t2
    0.00 :   538ede: srliw   t6,a6,0x16
    0.00 :   538ee2: slliw   s0,a6,0xa
    0.00 :   538ee6: or      s0,t6,s0
    0.00 :   538eea: xor     t1,t1,t2
    0.00 :   538eee: xor     s1,a0,a7
    0.00 :   538ef2: and     t2,a0,a7
    0.00 :   538ef6: and     s1,s1,a6
    0.00 :   538efa: xor     t1,t1,s0
    0.00 :   538efe: xor     s1,s1,t2
    0.00 :   538f02: add     t1,t1,s1
    0.00 :   538f04: add     a1,a1,t0
    0.00 :   538f06: add     a5,t0,t1
    0.00 :   538f0a: lwu     t0,4(s3)
    0.00 :   538f0e: lwu     t1,16(s3)
    0.00 :   538f12: lwu     s1,48(s3)
    0.00 :   538f16: lwu     s5,12(s3)
    0.00 :   538f1a: srliw   t6,t0,0x11
    0.00 :   538f1e: slliw   t2,t0,0xf
    0.00 :   538f22: or      t2,t6,t2
    0.00 :   538f26: srliw   t6,t0,0x13
    0.00 :   538f2a: slliw   s0,t0,0xd
    0.00 :   538f2e: or      s0,t6,s0
    0.00 :   538f32: srli    t0,t0,0xa
    0.00 :   538f36: xor     t0,t0,t2
    0.00 :   538f3a: xor     t0,t0,s0
    0.00 :   538f3e: add     t0,t0,s1
    0.00 :   538f40: srliw   t6,t1,0x7
    0.00 :   538f44: slliw   t2,t1,0x19
    0.00 :   538f48: or      t2,t6,t2
    0.00 :   538f4c: srliw   t6,t1,0x12
    0.00 :   538f50: slliw   s0,t1,0xe
    0.00 :   538f54: or      s0,t6,s0
    0.00 :   538f58: srli    t1,t1,0x3
    0.00 :   538f5c: xor     t1,t1,t2
    0.00 :   538f60: xor     t1,t1,s0
    0.00 :   538f64: add     t0,t0,t1
    0.00 :   538f66: add     t0,t0,s5
    0.00 :   538f68: sw      t0,12(s3)
    0.00 :   538f6c: lwu     s0,204(s2)
    0.00 :   538f70: add     a4,a4,t0
    0.00 :   538f72: srliw   t6,a1,0x6
    0.00 :   538f76: slliw   t1,a1,0x1a
    0.00 :   538f7a: or      t1,t6,t1
    0.00 :   538f7e: add     a4,a4,s0
    0.00 :   538f80: srliw   t6,a1,0xb
    0.00 :   538f84: slliw   t2,a1,0x15
    0.00 :   538f88: or      t2,t6,t2
    0.00 :   538f8c: srliw   t6,a1,0x19
    0.00 :   538f90: slliw   s0,a1,0x7
    0.00 :   538f94: or      s0,t6,s0
    0.00 :   538f98: xor     t1,t1,t2
    0.00 :   538f9c: xor     t0,a3,a2
    0.00 :   538fa0: xor     t1,t1,s0
    0.00 :   538fa4: and     t0,t0,a1
    0.00 :   538fa8: add     a4,a4,t1
    0.00 :   538faa: xor     t0,t0,a3
    0.00 :   538fae: add     t0,t0,a4
    0.00 :   538fb0: srliw   t6,a5,0x2
    0.00 :   538fb4: slliw   t1,a5,0x1e
    0.00 :   538fb8: or      t1,t6,t1
    0.00 :   538fbc: srliw   t6,a5,0xd
    0.00 :   538fc0: slliw   t2,a5,0x13
    0.00 :   538fc4: or      t2,t6,t2
    0.00 :   538fc8: srliw   t6,a5,0x16
    0.00 :   538fcc: slliw   s0,a5,0xa
    0.00 :   538fd0: or      s0,t6,s0
    0.00 :   538fd4: xor     t1,t1,t2
    0.00 :   538fd8: xor     s1,a7,a6
    0.00 :   538fdc: and     t2,a7,a6
    0.00 :   538fe0: and     s1,s1,a5
    0.00 :   538fe2: xor     t1,t1,s0
    0.00 :   538fe6: xor     s1,s1,t2
    0.00 :   538fea: add     t1,t1,s1
    0.00 :   538fec: add     a0,a0,t0
    0.00 :   538fee: add     a4,t0,t1
    0.00 :   538ff2: lwu     t0,8(s3)
    0.00 :   538ff6: lwu     t1,20(s3)
    0.00 :   538ffa: lwu     s1,52(s3)
    0.00 :   538ffe: lwu     s5,16(s3)
    0.00 :   539002: srliw   t6,t0,0x11
    0.00 :   539006: slliw   t2,t0,0xf
    0.00 :   53900a: or      t2,t6,t2
    0.00 :   53900e: srliw   t6,t0,0x13
    0.00 :   539012: slliw   s0,t0,0xd
    0.00 :   539016: or      s0,t6,s0
    0.00 :   53901a: srli    t0,t0,0xa
    0.00 :   53901e: xor     t0,t0,t2
    0.00 :   539022: xor     t0,t0,s0
    0.00 :   539026: add     t0,t0,s1
    0.00 :   539028: srliw   t6,t1,0x7
    0.00 :   53902c: slliw   t2,t1,0x19
    0.00 :   539030: or      t2,t6,t2
    0.00 :   539034: srliw   t6,t1,0x12
    0.00 :   539038: slliw   s0,t1,0xe
    0.00 :   53903c: or      s0,t6,s0
    0.00 :   539040: srli    t1,t1,0x3
    0.00 :   539044: xor     t1,t1,t2
    0.00 :   539048: xor     t1,t1,s0
    0.00 :   53904c: add     t0,t0,t1
    0.00 :   53904e: add     t0,t0,s5
    0.00 :   539050: sw      t0,16(s3)
    0.00 :   539054: lwu     s0,208(s2)
    0.00 :   539058: add     a3,a3,t0
    0.00 :   53905a: srliw   t6,a0,0x6
    0.00 :   53905e: slliw   t1,a0,0x1a
    0.00 :   539062: or      t1,t6,t1
    0.00 :   539066: add     a3,a3,s0
    0.00 :   539068: srliw   t6,a0,0xb
    0.00 :   53906c: slliw   t2,a0,0x15
    0.00 :   539070: or      t2,t6,t2
    0.00 :   539074: srliw   t6,a0,0x19
    0.00 :   539078: slliw   s0,a0,0x7
    0.00 :   53907c: or      s0,t6,s0
    0.00 :   539080: xor     t1,t1,t2
    0.00 :   539084: xor     t0,a2,a1
    0.00 :   539088: xor     t1,t1,s0
    0.00 :   53908c: and     t0,t0,a0
    0.00 :   539090: add     a3,a3,t1
    0.00 :   539092: xor     t0,t0,a2
    0.00 :   539096: add     t0,t0,a3
    0.00 :   539098: srliw   t6,a4,0x2
    0.00 :   53909c: slliw   t1,a4,0x1e
    0.00 :   5390a0: or      t1,t6,t1
    0.00 :   5390a4: srliw   t6,a4,0xd
    0.00 :   5390a8: slliw   t2,a4,0x13
    0.00 :   5390ac: or      t2,t6,t2
    0.00 :   5390b0: srliw   t6,a4,0x16
    0.00 :   5390b4: slliw   s0,a4,0xa
    0.00 :   5390b8: or      s0,t6,s0
    0.00 :   5390bc: xor     t1,t1,t2
    0.00 :   5390c0: xor     s1,a6,a5
    0.00 :   5390c4: and     t2,a6,a5
    0.00 :   5390c8: and     s1,s1,a4
    0.00 :   5390ca: xor     t1,t1,s0
    0.00 :   5390ce: xor     s1,s1,t2
    0.00 :   5390d2: add     t1,t1,s1
    0.00 :   5390d4: add     a7,a7,t0
    0.00 :   5390d6: add     a3,t0,t1
    0.00 :   5390da: lwu     t0,12(s3)
    0.00 :   5390de: lwu     t1,24(s3)
    0.00 :   5390e2: lwu     s1,56(s3)
    0.00 :   5390e6: lwu     s5,20(s3)
    0.00 :   5390ea: srliw   t6,t0,0x11
    0.00 :   5390ee: slliw   t2,t0,0xf
    0.00 :   5390f2: or      t2,t6,t2
    0.00 :   5390f6: srliw   t6,t0,0x13
    0.00 :   5390fa: slliw   s0,t0,0xd
    0.00 :   5390fe: or      s0,t6,s0
    0.00 :   539102: srli    t0,t0,0xa
    0.00 :   539106: xor     t0,t0,t2
    0.00 :   53910a: xor     t0,t0,s0
    0.00 :   53910e: add     t0,t0,s1
    0.00 :   539110: srliw   t6,t1,0x7
    0.00 :   539114: slliw   t2,t1,0x19
    0.00 :   539118: or      t2,t6,t2
    0.00 :   53911c: srliw   t6,t1,0x12
    0.00 :   539120: slliw   s0,t1,0xe
    0.00 :   539124: or      s0,t6,s0
    0.00 :   539128: srli    t1,t1,0x3
    0.00 :   53912c: xor     t1,t1,t2
    0.00 :   539130: xor     t1,t1,s0
    0.00 :   539134: add     t0,t0,t1
    0.00 :   539136: add     t0,t0,s5
    0.00 :   539138: sw      t0,20(s3)
    0.00 :   53913c: lwu     s0,212(s2)
    0.00 :   539140: add     a2,a2,t0
    0.00 :   539142: srliw   t6,a7,0x6
    0.00 :   539146: slliw   t1,a7,0x1a
    0.00 :   53914a: or      t1,t6,t1
    0.00 :   53914e: add     a2,a2,s0
    0.00 :   539150: srliw   t6,a7,0xb
    0.00 :   539154: slliw   t2,a7,0x15
    0.00 :   539158: or      t2,t6,t2
    0.00 :   53915c: srliw   t6,a7,0x19
    0.00 :   539160: slliw   s0,a7,0x7
    0.00 :   539164: or      s0,t6,s0
    0.00 :   539168: xor     t1,t1,t2
    0.00 :   53916c: xor     t0,a1,a0
    0.00 :   539170: xor     t1,t1,s0
    0.00 :   539174: and     t0,t0,a7
    0.00 :   539178: add     a2,a2,t1
    0.00 :   53917a: xor     t0,t0,a1
    0.00 :   53917e: add     t0,t0,a2
    0.00 :   539180: srliw   t6,a3,0x2
    0.00 :   539184: slliw   t1,a3,0x1e
    0.00 :   539188: or      t1,t6,t1
    0.00 :   53918c: srliw   t6,a3,0xd
    0.00 :   539190: slliw   t2,a3,0x13
    0.00 :   539194: or      t2,t6,t2
    0.00 :   539198: srliw   t6,a3,0x16
    0.00 :   53919c: slliw   s0,a3,0xa
    0.00 :   5391a0: or      s0,t6,s0
    0.00 :   5391a4: xor     t1,t1,t2
    0.00 :   5391a8: xor     s1,a5,a4
    0.00 :   5391ac: and     t2,a5,a4
    0.00 :   5391b0: and     s1,s1,a3
    0.00 :   5391b2: xor     t1,t1,s0
    0.00 :   5391b6: xor     s1,s1,t2
    0.00 :   5391ba: add     t1,t1,s1
    0.00 :   5391bc: add     a6,a6,t0
    0.00 :   5391be: add     a2,t0,t1
    0.00 :   5391c2: lwu     t0,16(s3)
    0.00 :   5391c6: lwu     t1,28(s3)
    0.00 :   5391ca: lwu     s1,60(s3)
    0.00 :   5391ce: lwu     s5,24(s3)
    0.00 :   5391d2: srliw   t6,t0,0x11
    0.00 :   5391d6: slliw   t2,t0,0xf
    0.00 :   5391da: or      t2,t6,t2
    0.00 :   5391de: srliw   t6,t0,0x13
    0.00 :   5391e2: slliw   s0,t0,0xd
    0.00 :   5391e6: or      s0,t6,s0
    0.00 :   5391ea: srli    t0,t0,0xa
    0.00 :   5391ee: xor     t0,t0,t2
    0.00 :   5391f2: xor     t0,t0,s0
    0.00 :   5391f6: add     t0,t0,s1
    0.00 :   5391f8: srliw   t6,t1,0x7
    0.00 :   5391fc: slliw   t2,t1,0x19
    0.00 :   539200: or      t2,t6,t2
    0.00 :   539204: srliw   t6,t1,0x12
    0.00 :   539208: slliw   s0,t1,0xe
    0.00 :   53920c: or      s0,t6,s0
    0.00 :   539210: srli    t1,t1,0x3
    0.00 :   539214: xor     t1,t1,t2
    0.00 :   539218: xor     t1,t1,s0
    0.00 :   53921c: add     t0,t0,t1
    0.00 :   53921e: add     t0,t0,s5
    0.00 :   539220: sw      t0,24(s3)
    0.00 :   539224: lwu     s0,216(s2)
    0.00 :   539228: add     a1,a1,t0
    0.00 :   53922a: srliw   t6,a6,0x6
    0.00 :   53922e: slliw   t1,a6,0x1a
    0.00 :   539232: or      t1,t6,t1
    0.00 :   539236: add     a1,a1,s0
    0.00 :   539238: srliw   t6,a6,0xb
    0.00 :   53923c: slliw   t2,a6,0x15
    0.00 :   539240: or      t2,t6,t2
    0.00 :   539244: srliw   t6,a6,0x19
    0.00 :   539248: slliw   s0,a6,0x7
    0.00 :   53924c: or      s0,t6,s0
    0.00 :   539250: xor     t1,t1,t2
    0.00 :   539254: xor     t0,a0,a7
    0.00 :   539258: xor     t1,t1,s0
    0.00 :   53925c: and     t0,t0,a6
    0.00 :   539260: add     a1,a1,t1
    0.00 :   539262: xor     t0,t0,a0
    0.00 :   539266: add     t0,t0,a1
    0.00 :   539268: srliw   t6,a2,0x2
    0.00 :   53926c: slliw   t1,a2,0x1e
    0.00 :   539270: or      t1,t6,t1
    0.00 :   539274: srliw   t6,a2,0xd
    0.00 :   539278: slliw   t2,a2,0x13
    0.00 :   53927c: or      t2,t6,t2
    0.00 :   539280: srliw   t6,a2,0x16
    0.00 :   539284: slliw   s0,a2,0xa
    0.00 :   539288: or      s0,t6,s0
    0.00 :   53928c: xor     t1,t1,t2
    0.00 :   539290: xor     s1,a4,a3
    0.00 :   539294: and     t2,a4,a3
    0.00 :   539298: and     s1,s1,a2
    0.00 :   53929a: xor     t1,t1,s0
    0.00 :   53929e: xor     s1,s1,t2
    0.00 :   5392a2: add     t1,t1,s1
    0.00 :   5392a4: add     a5,a5,t0
    0.00 :   5392a6: add     a1,t0,t1
    0.00 :   5392aa: lwu     t0,20(s3)
    0.00 :   5392ae: lwu     t1,32(s3)
    0.00 :   5392b2: lwu     s1,0(s3)
    0.00 :   5392b6: lwu     s5,28(s3)
    0.00 :   5392ba: srliw   t6,t0,0x11
    0.00 :   5392be: slliw   t2,t0,0xf
    0.00 :   5392c2: or      t2,t6,t2
    0.00 :   5392c6: srliw   t6,t0,0x13
    0.00 :   5392ca: slliw   s0,t0,0xd
    0.00 :   5392ce: or      s0,t6,s0
    0.00 :   5392d2: srli    t0,t0,0xa
    0.00 :   5392d6: xor     t0,t0,t2
    0.00 :   5392da: xor     t0,t0,s0
    0.00 :   5392de: add     t0,t0,s1
    0.00 :   5392e0: srliw   t6,t1,0x7
    0.00 :   5392e4: slliw   t2,t1,0x19
    0.00 :   5392e8: or      t2,t6,t2
    0.00 :   5392ec: srliw   t6,t1,0x12
    0.00 :   5392f0: slliw   s0,t1,0xe
    0.00 :   5392f4: or      s0,t6,s0
    0.00 :   5392f8: srli    t1,t1,0x3
    0.00 :   5392fc: xor     t1,t1,t2
    0.00 :   539300: xor     t1,t1,s0
    0.00 :   539304: add     t0,t0,t1
    0.00 :   539306: add     t0,t0,s5
    0.00 :   539308: sw      t0,28(s3)
    0.00 :   53930c: lwu     s0,220(s2)
    0.00 :   539310: add     a0,a0,t0
    0.00 :   539312: srliw   t6,a5,0x6
    0.00 :   539316: slliw   t1,a5,0x1a
    0.00 :   53931a: or      t1,t6,t1
    0.00 :   53931e: add     a0,a0,s0
    0.00 :   539320: srliw   t6,a5,0xb
    0.00 :   539324: slliw   t2,a5,0x15
    0.00 :   539328: or      t2,t6,t2
    0.00 :   53932c: srliw   t6,a5,0x19
    0.00 :   539330: slliw   s0,a5,0x7
    0.00 :   539334: or      s0,t6,s0
    0.00 :   539338: xor     t1,t1,t2
    0.00 :   53933c: xor     t0,a7,a6
    0.00 :   539340: xor     t1,t1,s0
    0.00 :   539344: and     t0,t0,a5
    0.00 :   539348: add     a0,a0,t1
    0.00 :   53934a: xor     t0,t0,a7
    0.00 :   53934e: add     t0,t0,a0
    0.00 :   539350: srliw   t6,a1,0x2
    0.00 :   539354: slliw   t1,a1,0x1e
    0.00 :   539358: or      t1,t6,t1
    0.00 :   53935c: srliw   t6,a1,0xd
    0.00 :   539360: slliw   t2,a1,0x13
    0.00 :   539364: or      t2,t6,t2
    0.00 :   539368: srliw   t6,a1,0x16
    0.00 :   53936c: slliw   s0,a1,0xa
    0.00 :   539370: or      s0,t6,s0
    0.00 :   539374: xor     t1,t1,t2
    0.00 :   539378: xor     s1,a3,a2
    0.00 :   53937c: and     t2,a3,a2
    0.00 :   539380: and     s1,s1,a1
    0.00 :   539382: xor     t1,t1,s0
    0.00 :   539386: xor     s1,s1,t2
    0.00 :   53938a: add     t1,t1,s1
    0.00 :   53938c: add     a4,a4,t0
    0.00 :   53938e: add     a0,t0,t1
    0.00 :   539392: lwu     t0,24(s3)
    0.00 :   539396: lwu     t1,36(s3)
    0.00 :   53939a: lwu     s1,4(s3)
    0.00 :   53939e: lwu     s5,32(s3)
    5.26 :   5393a2: srliw   t6,t0,0x11
    0.00 :   5393a6: slliw   t2,t0,0xf
    0.00 :   5393aa: or      t2,t6,t2
    0.00 :   5393ae: srliw   t6,t0,0x13
    0.00 :   5393b2: slliw   s0,t0,0xd
    0.00 :   5393b6: or      s0,t6,s0
    0.00 :   5393ba: srli    t0,t0,0xa
    0.00 :   5393be: xor     t0,t0,t2
    0.00 :   5393c2: xor     t0,t0,s0
    0.00 :   5393c6: add     t0,t0,s1
    0.00 :   5393c8: srliw   t6,t1,0x7
    0.00 :   5393cc: slliw   t2,t1,0x19
    0.00 :   5393d0: or      t2,t6,t2
    0.00 :   5393d4: srliw   t6,t1,0x12
    0.00 :   5393d8: slliw   s0,t1,0xe
    0.00 :   5393dc: or      s0,t6,s0
    0.00 :   5393e0: srli    t1,t1,0x3
    0.00 :   5393e4: xor     t1,t1,t2
    0.00 :   5393e8: xor     t1,t1,s0
    0.00 :   5393ec: add     t0,t0,t1
    0.00 :   5393ee: add     t0,t0,s5
    0.00 :   5393f0: sw      t0,32(s3)
    0.00 :   5393f4: lwu     s0,224(s2)
    0.00 :   5393f8: add     a7,a7,t0
    0.00 :   5393fa: srliw   t6,a4,0x6
    0.00 :   5393fe: slliw   t1,a4,0x1a
    0.00 :   539402: or      t1,t6,t1
    0.00 :   539406: add     a7,a7,s0
    0.00 :   539408: srliw   t6,a4,0xb
    0.00 :   53940c: slliw   t2,a4,0x15
    0.00 :   539410: or      t2,t6,t2
    0.00 :   539414: srliw   t6,a4,0x19
    0.00 :   539418: slliw   s0,a4,0x7
    0.00 :   53941c: or      s0,t6,s0
    0.00 :   539420: xor     t1,t1,t2
    0.00 :   539424: xor     t0,a6,a5
    0.00 :   539428: xor     t1,t1,s0
    0.00 :   53942c: and     t0,t0,a4
    0.00 :   539430: add     a7,a7,t1
    0.00 :   539432: xor     t0,t0,a6
    0.00 :   539436: add     t0,t0,a7
    0.00 :   539438: srliw   t6,a0,0x2
    0.00 :   53943c: slliw   t1,a0,0x1e
    0.00 :   539440: or      t1,t6,t1
    0.00 :   539444: srliw   t6,a0,0xd
    0.00 :   539448: slliw   t2,a0,0x13
    0.00 :   53944c: or      t2,t6,t2
    0.00 :   539450: srliw   t6,a0,0x16
    0.00 :   539454: slliw   s0,a0,0xa
    0.00 :   539458: or      s0,t6,s0
    0.00 :   53945c: xor     t1,t1,t2
    0.00 :   539460: xor     s1,a2,a1
    0.00 :   539464: and     t2,a2,a1
    0.00 :   539468: and     s1,s1,a0
    0.00 :   53946a: xor     t1,t1,s0
    0.00 :   53946e: xor     s1,s1,t2
    0.00 :   539472: add     t1,t1,s1
    0.00 :   539474: add     a3,a3,t0
    0.00 :   539476: add     a7,t0,t1
    0.00 :   53947a: lwu     t0,28(s3)
    0.00 :   53947e: lwu     t1,40(s3)
    0.00 :   539482: lwu     s1,8(s3)
    0.00 :   539486: lwu     s5,36(s3)
    0.00 :   53948a: srliw   t6,t0,0x11
    0.00 :   53948e: slliw   t2,t0,0xf
    0.00 :   539492: or      t2,t6,t2
    0.00 :   539496: srliw   t6,t0,0x13
    0.00 :   53949a: slliw   s0,t0,0xd
    0.00 :   53949e: or      s0,t6,s0
    0.00 :   5394a2: srli    t0,t0,0xa
    0.00 :   5394a6: xor     t0,t0,t2
    0.00 :   5394aa: xor     t0,t0,s0
    0.00 :   5394ae: add     t0,t0,s1
    5.26 :   5394b0: srliw   t6,t1,0x7
    0.00 :   5394b4: slliw   t2,t1,0x19
    0.00 :   5394b8: or      t2,t6,t2
    0.00 :   5394bc: srliw   t6,t1,0x12
    0.00 :   5394c0: slliw   s0,t1,0xe
    0.00 :   5394c4: or      s0,t6,s0
    0.00 :   5394c8: srli    t1,t1,0x3
    0.00 :   5394cc: xor     t1,t1,t2
    0.00 :   5394d0: xor     t1,t1,s0
    0.00 :   5394d4: add     t0,t0,t1
    0.00 :   5394d6: add     t0,t0,s5
    0.00 :   5394d8: sw      t0,36(s3)
    0.00 :   5394dc: lwu     s0,228(s2)
    0.00 :   5394e0: add     a6,a6,t0
    0.00 :   5394e2: srliw   t6,a3,0x6
    0.00 :   5394e6: slliw   t1,a3,0x1a
    0.00 :   5394ea: or      t1,t6,t1
    0.00 :   5394ee: add     a6,a6,s0
    0.00 :   5394f0: srliw   t6,a3,0xb
    0.00 :   5394f4: slliw   t2,a3,0x15
    0.00 :   5394f8: or      t2,t6,t2
    0.00 :   5394fc: srliw   t6,a3,0x19
    0.00 :   539500: slliw   s0,a3,0x7
    0.00 :   539504: or      s0,t6,s0
    0.00 :   539508: xor     t1,t1,t2
    0.00 :   53950c: xor     t0,a5,a4
    0.00 :   539510: xor     t1,t1,s0
    0.00 :   539514: and     t0,t0,a3
    0.00 :   539518: add     a6,a6,t1
    0.00 :   53951a: xor     t0,t0,a5
    0.00 :   53951e: add     t0,t0,a6
    0.00 :   539520: srliw   t6,a7,0x2
    0.00 :   539524: slliw   t1,a7,0x1e
    0.00 :   539528: or      t1,t6,t1
    0.00 :   53952c: srliw   t6,a7,0xd
    0.00 :   539530: slliw   t2,a7,0x13
    0.00 :   539534: or      t2,t6,t2
    0.00 :   539538: srliw   t6,a7,0x16
    0.00 :   53953c: slliw   s0,a7,0xa
    0.00 :   539540: or      s0,t6,s0
    0.00 :   539544: xor     t1,t1,t2
    0.00 :   539548: xor     s1,a1,a0
    0.00 :   53954c: and     t2,a1,a0
    0.00 :   539550: and     s1,s1,a7
    0.00 :   539554: xor     t1,t1,s0
    0.00 :   539558: xor     s1,s1,t2
    0.00 :   53955c: add     t1,t1,s1
    0.00 :   53955e: add     a2,a2,t0
    0.00 :   539560: add     a6,t0,t1
    0.00 :   539564: lwu     t0,32(s3)
    0.00 :   539568: lwu     t1,44(s3)
    0.00 :   53956c: lwu     s1,12(s3)
    0.00 :   539570: lwu     s5,40(s3)
    0.00 :   539574: srliw   t6,t0,0x11
    0.00 :   539578: slliw   t2,t0,0xf
    0.00 :   53957c: or      t2,t6,t2
    0.00 :   539580: srliw   t6,t0,0x13
    0.00 :   539584: slliw   s0,t0,0xd
    0.00 :   539588: or      s0,t6,s0
    0.00 :   53958c: srli    t0,t0,0xa
    0.00 :   539590: xor     t0,t0,t2
    0.00 :   539594: xor     t0,t0,s0
    0.00 :   539598: add     t0,t0,s1
    0.00 :   53959a: srliw   t6,t1,0x7
    0.00 :   53959e: slliw   t2,t1,0x19
    0.00 :   5395a2: or      t2,t6,t2
    0.00 :   5395a6: srliw   t6,t1,0x12
    0.00 :   5395aa: slliw   s0,t1,0xe
    0.00 :   5395ae: or      s0,t6,s0
    0.00 :   5395b2: srli    t1,t1,0x3
    0.00 :   5395b6: xor     t1,t1,t2
    0.00 :   5395ba: xor     t1,t1,s0
    0.00 :   5395be: add     t0,t0,t1
    0.00 :   5395c0: add     t0,t0,s5
    0.00 :   5395c2: sw      t0,40(s3)
    0.00 :   5395c6: lwu     s0,232(s2)
    0.00 :   5395ca: add     a5,a5,t0
    0.00 :   5395cc: srliw   t6,a2,0x6
    0.00 :   5395d0: slliw   t1,a2,0x1a
    0.00 :   5395d4: or      t1,t6,t1
    0.00 :   5395d8: add     a5,a5,s0
    0.00 :   5395da: srliw   t6,a2,0xb
    0.00 :   5395de: slliw   t2,a2,0x15
    0.00 :   5395e2: or      t2,t6,t2
    0.00 :   5395e6: srliw   t6,a2,0x19
    0.00 :   5395ea: slliw   s0,a2,0x7
    0.00 :   5395ee: or      s0,t6,s0
    0.00 :   5395f2: xor     t1,t1,t2
    0.00 :   5395f6: xor     t0,a4,a3
    0.00 :   5395fa: xor     t1,t1,s0
    0.00 :   5395fe: and     t0,t0,a2
    0.00 :   539602: add     a5,a5,t1
    0.00 :   539604: xor     t0,t0,a4
    0.00 :   539608: add     t0,t0,a5
    0.00 :   53960a: srliw   t6,a6,0x2
    0.00 :   53960e: slliw   t1,a6,0x1e
    0.00 :   539612: or      t1,t6,t1
    0.00 :   539616: srliw   t6,a6,0xd
    0.00 :   53961a: slliw   t2,a6,0x13
    0.00 :   53961e: or      t2,t6,t2
    0.00 :   539622: srliw   t6,a6,0x16
    0.00 :   539626: slliw   s0,a6,0xa
    0.00 :   53962a: or      s0,t6,s0
    0.00 :   53962e: xor     t1,t1,t2
    0.00 :   539632: xor     s1,a0,a7
    0.00 :   539636: and     t2,a0,a7
    0.00 :   53963a: and     s1,s1,a6
    0.00 :   53963e: xor     t1,t1,s0
    0.00 :   539642: xor     s1,s1,t2
    0.00 :   539646: add     t1,t1,s1
    0.00 :   539648: add     a1,a1,t0
    0.00 :   53964a: add     a5,t0,t1
    0.00 :   53964e: lwu     t0,36(s3)
    0.00 :   539652: lwu     t1,48(s3)
    0.00 :   539656: lwu     s1,16(s3)
    0.00 :   53965a: lwu     s5,44(s3)
    0.00 :   53965e: srliw   t6,t0,0x11
    0.00 :   539662: slliw   t2,t0,0xf
    0.00 :   539666: or      t2,t6,t2
    0.00 :   53966a: srliw   t6,t0,0x13
    0.00 :   53966e: slliw   s0,t0,0xd
    0.00 :   539672: or      s0,t6,s0
    0.00 :   539676: srli    t0,t0,0xa
    0.00 :   53967a: xor     t0,t0,t2
    0.00 :   53967e: xor     t0,t0,s0
    0.00 :   539682: add     t0,t0,s1
    0.00 :   539684: srliw   t6,t1,0x7
    0.00 :   539688: slliw   t2,t1,0x19
